,price,price_adj,vol,amt,statu,f_cap,t_cap
20090707,18.25,23.97,7276.81,13274.9991,-1.0,3223.48,7462.0
20090708,18.9,24.82,20496.72,38265.571,-1.0,3223.48,7462.0
20090709,19.32,25.37,22584.97,43394.4881,-1.0,3223.48,7462.0
20090710,19.1,25.09,23696.23,46116.0032,-1.0,3223.48,7462.0
20090713,19.27,25.31,13327.72,25519.8904,-1.0,3223.48,7462.0
20090714,19.41,25.49,15679.29,30342.746,-1.0,3223.48,7462.0
20090715,19.66,25.82,17599.36,34542.5085,-1.0,3223.48,7462.0
20090716,19.52,25.64,16935.46,33363.4731,-1.0,3223.48,7462.0
20090717,20.25,26.6,26305.72,52699.9562,-1.0,3223.48,7462.0
20090720,21.85,28.7,36783.28,76849.166,-1.0,3223.48,7462.0
20090721,20.18,26.5,29440.12,60945.9274,-1.0,3223.48,7462.0
20090722,19.76,25.95,19584.62,38775.0594,-1.0,3223.48,7462.0
20090723,19.8,26.01,14000.92,27528.4964,-1.0,3223.48,7462.0
20090724,19.4,25.48,12011.17,23413.2,-1.0,3223.48,7462.0
20090727,19.78,25.98,11839.8,23221.5082,-1.0,3223.48,7462.0
20090728,19.92,26.16,12062.97,23921.2968,-1.0,3223.48,7462.0
20090729,19.88,26.11,29422.7,59337.6384,-1.0,3223.48,7462.0
20090730,21.17,27.8,51712.48,107442.6067,-1.0,3223.48,7462.0
20090731,21.01,27.59,55243.93,118709.1402,-1.0,3223.48,7462.0
20090803,20.87,27.41,24438.48,50586.004,-1.0,3223.48,7462.0
20090804,20.5,26.92,18060.85,37011.99,-1.0,3223.48,7462.0
20090805,20.88,27.42,14542.4,30312.7242,-1.0,3223.48,7462.0
20090806,20.38,26.77,13050.78,26650.9799,-1.0,3223.48,7462.0
20090807,19.67,25.83,11927.68,24055.0196,-1.0,3223.48,7462.0
20090810,20.2,26.53,8439.09,16802.7679,-1.0,3223.48,7462.0
20090811,20.64,27.11,13450.82,27521.3105,-1.0,3223.48,7462.0
20090812,19.88,26.11,8746.79,17622.198,-1.0,3223.48,7462.0
20090813,19.52,25.64,7490.57,14719.3058,-1.0,3223.48,7462.0
20090814,18.0,23.64,10209.44,19234.4754,-1.0,3223.48,7462.0
20090817,16.9,22.2,9875.33,16952.6276,-1.0,3223.48,7462.0
20090818,17.02,22.35,4555.28,7610.2967,-1.0,3223.48,7462.0
20090819,15.49,20.34,6589.47,10508.1976,-1.0,3223.48,7462.0
20090820,15.9,20.88,8668.91,13515.5428,-1.0,3223.48,7462.0
20090821,16.68,21.91,11957.14,19549.942,-1.0,3223.48,7462.0
20090824,16.66,21.88,8779.28,14486.3173,-1.0,3223.48,7462.0
20090825,17.69,23.23,25453.01,44599.803,-1.0,3223.48,7462.0
20090826,17.89,23.5,19319.39,33949.5584,-1.0,3223.48,7462.0
20090827,17.88,23.48,15812.5,28116.9242,-1.0,3223.48,7462.0
20090828,16.8,22.06,9421.46,16163.5656,-1.0,3223.48,7462.0
20090831,15.12,19.86,10031.0,15571.5151,-1.0,3223.48,7462.0
20090901,15.08,19.81,5423.24,8203.4716,-1.0,3223.48,7462.0
20090902,16.0,21.01,5966.54,9124.9448,-1.0,3223.48,7462.0
20090903,16.44,21.59,10721.57,17394.4478,-1.0,3223.48,7462.0
20090904,16.6,21.8,9513.36,15530.5055,-1.0,3223.48,7462.0
20090907,16.46,21.62,9007.35,14931.4905,-1.0,3223.48,7462.0
20090908,18.0,23.64,14729.24,25026.6675,-1.0,3223.48,7462.0
20090909,17.8,23.38,27730.25,49729.3666,-1.0,3223.48,7462.0
20090910,17.21,22.6,10018.93,17378.4114,-1.0,3223.48,7462.0
20090911,17.5,22.98,10307.96,17941.7808,-1.0,3223.48,7462.0
20090914,17.83,23.42,11153.73,19772.8661,-1.0,3223.48,7462.0
20090915,18.08,23.75,20099.51,36544.9032,-1.0,3223.48,7462.0
20090916,18.49,24.28,18659.2,34564.3818,-1.0,3223.48,7462.0
20090917,18.91,24.84,26781.85,50604.7649,-1.0,3223.48,7462.0
20090918,17.72,23.27,18028.15,33069.5818,-1.0,3223.48,7462.0
20090921,18.06,23.72,8929.44,15749.5292,-1.0,3223.48,7462.0
20090922,17.41,22.87,7319.55,13049.7276,-1.0,3223.48,7462.0
20090923,16.8,22.06,8049.85,13748.8212,-1.0,3223.48,7462.0
20090924,17.09,22.45,7774.32,13083.8376,-1.0,3223.48,7462.0
20090925,17.15,22.52,4652.75,7947.2154,-1.0,3223.48,7462.0
20090928,16.46,21.62,3633.12,6094.8588,-1.0,3223.48,7462.0
20090929,15.7,20.62,3820.51,6055.2411,-1.0,3223.48,7462.0
20090930,15.86,20.83,3468.04,5526.3093,-1.0,3223.48,7462.0
20091009,16.8,22.06,4870.65,8046.9392,-1.0,3223.48,7462.0
20091012,16.71,21.95,4141.0,6978.8752,-1.0,3223.48,7462.0
20091013,17.17,22.55,3930.01,6647.6299,-1.0,3223.48,7462.0
20091014,17.15,22.52,5650.29,9748.0854,-1.0,3223.48,7462.0
20091015,17.17,22.55,3734.92,6413.2479,-1.0,3223.48,7462.0
20091016,17.31,22.73,4572.49,7800.6747,-1.0,3223.48,7462.0
20091019,18.75,24.63,15608.22,28179.7489,-1.0,3223.48,7462.0
20091020,18.79,24.68,30672.22,57648.7936,-1.0,3223.48,7462.0
20091021,18.18,23.88,13749.08,25186.5666,-1.0,3223.48,7462.0
20091022,18.72,24.59,20684.48,38454.6121,-1.0,3223.48,7462.0
20091023,18.7,24.56,15686.41,29485.475,-1.0,3223.48,7462.0
20091026,18.3,24.03,7500.68,13725.3699,-1.0,3223.48,7462.0
20091027,17.57,23.08,7862.58,14001.3697,-1.0,3223.48,7462.0
20091028,17.89,23.5,5489.69,9760.844,-1.0,3223.48,7462.0
20091029,18.05,23.71,8912.31,15997.8565,-1.0,3223.48,7462.0
20091030,17.81,23.39,8496.38,15370.6944,-1.0,3223.48,7462.0
20091102,17.86,23.46,8253.44,14484.0414,-1.0,3223.48,7462.0
20091103,18.45,24.23,10917.25,19979.08,-1.0,3223.48,7462.0
20091104,18.6,24.43,12316.06,22893.4198,-1.0,3223.48,7462.0
20091105,18.69,24.55,10547.28,19698.2154,-1.0,3223.48,7462.0
20091106,19.79,25.99,24819.32,47373.9487,-1.0,3223.48,7462.0
20091109,20.17,26.49,41963.07,82874.7869,-1.0,3223.48,7462.0
20091110,19.5,25.61,19626.49,38904.0361,-1.0,3223.48,7462.0
20091111,19.25,25.28,10082.34,19474.9281,-1.0,3223.48,7462.0
20091112,19.18,25.19,10276.02,19830.5424,-1.0,3223.48,7462.0
20091113,19.33,25.39,7835.22,15045.9705,-1.0,3223.48,7462.0
20091116,19.62,25.77,11374.46,22365.4466,-1.0,3223.48,7462.0
20091117,19.5,25.61,8187.11,15983.5222,-1.0,3223.48,7462.0
20091118,19.68,25.85,10212.48,20023.6223,-1.0,3223.48,7462.0
20091119,19.99,26.25,19357.0,38608.7729,-1.0,3223.48,7462.0
20091120,20.89,27.44,28441.1,58465.9,-1.0,3223.48,7462.0
20091123,20.55,26.99,20257.38,41472.7363,-1.0,3223.48,7462.0
20091124,19.0,24.95,19535.66,39001.3875,-1.0,3223.48,7462.0
20091125,19.58,25.72,10495.78,20163.27,-1.0,3223.48,7462.0
20091126,18.83,24.73,12509.07,24085.456,-1.0,3223.48,7462.0
20091127,18.78,24.67,9543.7,17679.0027,-1.0,3223.48,7462.0
20091130,20.6,27.06,18129.54,35977.9547,-1.0,3223.48,7462.0
20091201,21.23,27.88,60523.84,127114.605,-1.0,3223.48,7462.0
20091202,21.12,27.74,28463.09,59617.267,-1.0,3223.48,7462.0
20091203,20.88,27.42,13710.03,28563.5481,-1.0,3223.48,7462.0
20091204,20.08,26.37,16740.78,34148.8102,-1.0,3223.48,7462.0
20091207,20.26,26.61,7276.34,14654.3308,-1.0,3223.48,7462.0
20091208,19.95,26.2,8269.12,16401.2442,-1.0,3223.48,7462.0
20091209,20.22,26.56,13331.58,27331.5759,-1.0,3223.48,7462.0
20091210,20.21,26.54,6924.75,13894.109,-1.0,3223.48,7462.0
20091211,19.91,26.15,5511.0,11122.5778,-1.0,3223.48,7462.0
20091214,20.33,26.7,8264.42,16641.5892,-1.0,3223.48,7462.0
20091215,20.65,27.12,10203.64,21056.9256,-1.0,3223.48,7462.0
20091216,20.29,26.65,6045.91,12366.5384,-1.0,3223.48,7462.0
20091217,19.18,25.19,8654.74,16928.2584,-1.0,3223.48,7462.0
20091218,18.59,24.42,7517.31,14011.1837,-1.0,3223.48,7462.0
20091221,18.83,24.73,3553.79,6632.9214,-1.0,3223.48,7462.0
20091222,20.69,27.17,30500.3,60392.389,-1.0,3223.48,7462.0
20091223,20.28,26.64,36681.95,74972.7009,-1.0,3223.48,7462.0
20091224,20.68,27.16,23967.98,49387.0568,-1.0,3223.48,7462.0
20091225,21.08,27.69,37590.96,79716.9615,-1.0,3223.48,7462.0
20091228,21.43,28.15,22209.01,47067.9618,-1.0,3223.48,7462.0
20091229,21.1,27.71,19751.65,41647.3174,-1.0,3223.48,7462.0
20091230,20.55,26.99,13501.58,27820.8614,-1.0,3223.48,7462.0
20091231,21.0,27.58,13362.0,27860.8178,-1.0,3223.48,7462.0
20100104,20.9,27.45,12621.11,26343.6518,-1.0,3223.48,7462.0
20100105,21.5,28.24,26105.79,55710.8408,-1.0,3223.48,7462.0
20100106,21.39,28.09,21001.86,45117.8894,-1.0,3223.48,7462.0
20100107,20.7,27.19,30356.16,65342.057,-1.0,3223.48,7462.0
20100108,20.97,27.54,21802.92,44972.7881,-1.0,3223.48,7462.0
20100111,22.19,29.14,29469.81,63715.6085,-1.0,3223.48,7462.0
20100112,22.1,29.03,31687.55,70189.3651,-1.0,3223.48,7462.0
20100113,22.76,29.89,38964.86,88336.7569,-1.0,3223.48,7462.0
20100114,22.89,30.06,33069.94,76234.347,-1.0,3223.48,7462.0
20100115,22.84,30.0,25105.4,58150.8743,-1.0,3223.48,7462.0
20100118,22.89,30.06,17922.28,40410.0599,-1.0,3223.48,7462.0
20100119,23.48,30.84,23332.89,54083.8293,-1.0,3223.48,7462.0
20100120,21.32,28.0,22143.51,49385.6938,-1.0,3223.48,7462.0
20100121,21.31,27.99,11275.2,24123.8006,-1.0,3223.48,7462.0
20100122,20.79,27.31,11520.13,23811.3795,-1.0,3223.48,7462.0
20100125,20.79,27.31,6948.14,14430.0295,-1.0,3223.48,7462.0
20100126,19.88,26.11,7492.92,15114.0099,-1.0,3223.48,7462.0
20100127,19.98,26.24,7326.81,14680.3296,-1.0,3223.48,7462.0
20100128,20.22,26.56,5140.99,10346.6112,-1.0,3223.48,7462.0
20100129,20.16,26.48,6638.14,13556.7818,-1.0,3223.48,7462.0
20100201,18.85,24.76,9443.24,18055.8152,-1.0,3223.48,7462.0
20100202,18.94,24.88,6214.82,11877.7342,-1.0,3223.48,7462.0
20100203,19.3,25.35,7009.75,13261.27,-1.0,3223.48,7462.0
20100204,19.48,25.58,9343.89,18212.3771,-1.0,3223.48,7462.0
20100205,18.88,24.8,7039.97,13210.4785,-1.0,3223.48,7462.0
20100208,18.95,24.89,3502.27,6625.1905,-1.0,3223.48,7462.0
20100209,18.93,24.86,3650.38,6927.5357,-1.0,3223.48,7462.0
20100210,19.24,25.27,3832.47,7326.3921,-1.0,3223.48,7462.0
20100211,19.42,25.51,4620.04,8953.7432,-1.0,3223.48,7462.0
20100212,19.45,25.55,3532.18,6859.2823,-1.0,3223.48,7462.0
20100222,19.48,25.58,3640.8,7083.1092,-1.0,3223.48,7462.0
20100223,20.03,26.31,10336.2,20652.5172,-1.0,3223.48,7462.0
20100224,20.2,26.53,6680.93,13437.7011,-1.0,3223.48,7462.0
20100225,20.6,27.06,9191.71,18903.4369,-1.0,3223.48,7462.0
20100226,20.51,26.94,9184.91,18929.5073,-1.0,3223.48,7462.0
20100301,20.63,27.1,7978.86,16461.9806,-1.0,3223.48,7462.0
20100302,20.75,27.25,10300.53,21170.7451,-1.0,3223.48,7462.0
20100303,21.1,27.71,10564.85,22178.5344,-1.0,3223.48,7462.0
20100304,20.0,26.27,12437.0,25949.0288,-1.0,3223.48,7462.0
20100305,19.93,26.18,7216.45,14394.2449,-1.0,3223.48,7462.0
20100308,20.18,26.5,5445.24,10927.018,-1.0,3223.48,7462.0
20100309,20.39,26.78,6152.15,12478.7926,-1.0,3223.48,7462.0
20100310,20.06,26.35,4637.18,9337.7402,-1.0,3223.48,7462.0
20100311,20.7,27.19,11042.94,22539.7654,-1.0,3223.48,7462.0
20100312,20.08,26.37,7595.22,15476.4446,-1.0,3223.48,7462.0
20100315,19.92,26.16,5975.27,11831.324,-1.0,3223.48,7462.0
20100316,19.99,26.25,3961.13,7891.9652,-1.0,3223.48,7462.0
20100317,20.49,26.91,5630.84,11475.0308,-1.0,3223.48,7462.0
20100318,20.7,27.19,10262.9,21244.7637,-1.0,3223.48,7462.0
20100319,20.88,27.42,8471.84,17622.4216,-1.0,3223.48,7462.0
20100322,20.95,27.52,7699.7,16063.796,-1.0,3223.48,7462.0
20100323,21.08,27.69,9307.68,19651.2146,-1.0,3223.48,7462.0
20100324,21.08,27.69,7194.22,15164.1865,-1.0,3223.48,7462.0
20100325,20.5,26.92,7716.1,15989.5451,-1.0,3223.48,7462.0
20100326,20.7,27.19,4692.79,9700.4461,-1.0,3223.48,7462.0
20100329,20.6,27.06,7409.79,15200.4916,-1.0,3223.48,7462.0
20100330,20.96,27.53,7722.36,16120.7349,-1.0,3223.48,7462.0
20100331,21.23,27.88,11595.45,24687.5782,-1.0,3223.48,7462.0
20100401,21.68,28.47,13138.17,28383.0972,-1.0,3223.48,7462.0
20100402,21.66,28.45,9542.83,20592.9034,-1.0,3223.48,7462.0
20100406,22.15,29.09,16481.0,36386.9102,-1.0,3223.48,7462.0
20100407,21.78,28.61,10049.74,21947.2089,-1.0,3223.48,7462.0
20100408,21.59,28.36,10211.5,22335.4012,-1.0,3223.48,7462.0
20100409,22.29,29.28,14009.62,30927.0758,-1.0,3223.48,7462.0
20100412,22.4,29.42,12986.45,29063.1634,-1.0,3223.48,7462.0
20100413,21.93,28.8,14121.17,30772.3494,-1.0,3223.48,7462.0
20100414,21.82,28.66,7856.2,17071.3801,-1.0,3223.48,7462.0
20100415,21.08,27.69,8528.68,18255.7359,-1.0,3223.48,7462.0
20100416,21.38,28.08,6579.03,13945.2065,-1.0,3223.48,7462.0
20100419,21.4,28.11,14772.96,31914.2156,-1.0,3223.48,7462.0
20100420,22.08,29.0,19539.85,42380.9307,-1.0,3223.48,7462.0
20100421,22.59,29.67,19613.32,44050.3077,-1.0,3223.48,7462.0
20100422,22.69,29.8,15868.55,35898.5377,-1.0,3223.48,7462.0
20100423,22.73,29.85,14759.17,33617.0826,-1.0,3223.48,7462.0
20100426,23.04,30.26,20277.32,47015.3687,-1.0,3223.48,7462.0
20100427,22.39,29.41,13704.88,30531.5585,-1.0,3223.48,7462.0
20100428,23.47,30.83,22388.68,51660.1841,-1.0,3223.48,7462.0
20100429,21.38,28.08,20261.59,46193.0726,-1.0,3223.48,7462.0
20100430,19.8,26.01,17492.85,35136.3122,-1.0,3223.48,7462.0
20100504,20.11,26.41,5959.98,11979.4402,-1.0,3223.48,7462.0
20100505,20.57,27.02,8217.93,16545.7044,-1.0,3223.48,7462.0
20100506,19.69,25.86,8057.34,16234.2356,-1.0,3223.48,7462.0
20100507,18.61,24.44,9391.63,17886.2657,-1.0,3223.48,7462.0
20100510,18.11,23.79,6321.68,11462.3,-1.0,3223.48,7462.0
20100511,18.18,23.88,7993.06,14809.7908,-1.0,3223.48,7462.0
20100512,18.18,23.88,0.0,0.0,0.0,3223.48,7462.0
20100513,18.69,24.55,7157.57,13060.908,-1.0,3223.48,7462.0
20100514,18.43,24.21,6310.84,11718.5487,-1.0,3223.48,7462.0
20100517,17.13,22.5,6677.86,11824.1523,-1.0,3223.48,7462.0
20100518,17.45,22.92,5210.01,9006.586,-1.0,3223.48,7462.0
20100519,17.67,23.21,4269.79,7554.1169,-1.0,3223.48,7462.0
20100520,17.0,22.33,4037.46,7007.963,-1.0,3223.48,7462.0
20100521,17.15,22.52,5714.12,9605.0553,-1.0,3223.48,7462.0
20100524,17.92,23.54,6189.43,10993.3326,-1.0,3223.48,7462.0
20100525,17.65,23.31,5226.7,9253.6314,2.0,3223.48,7462.0
20100526,17.75,23.44,4599.29,8181.4027,-1.0,3223.48,7462.0
20100527,18.16,23.98,5881.84,10535.6446,-1.0,3223.48,7462.0
20100528,18.65,24.63,10680.0,19697.2258,-1.0,3223.48,7462.0
20100531,17.82,23.54,6568.22,12105.646,-1.0,3223.48,7462.0
20100601,17.31,22.86,5643.36,9800.5937,-1.0,3223.48,7462.0
20100602,17.69,23.36,3378.65,5898.9518,-1.0,3223.48,7462.0
20100603,17.95,23.71,12722.8,23528.3614,-1.0,3223.48,7462.0
20100604,18.92,24.99,21006.38,39027.2839,-1.0,3223.48,7462.0
20100607,20.48,27.05,50037.3,100188.7457,-1.0,3223.48,7462.0
20100608,19.48,25.73,37424.43,73312.9312,-1.0,3223.48,7462.0
20100609,19.47,25.72,22810.91,44092.9846,-1.0,3223.48,7462.0
20100610,19.36,25.57,15299.27,29829.3284,-1.0,3223.48,7462.0
20100611,19.37,25.58,13145.44,25662.5079,-1.0,3223.48,7462.0
20100617,18.86,24.91,8391.19,16171.5468,-1.0,3223.48,7462.0
20100618,17.38,22.95,10902.12,19641.6067,-1.0,3223.48,7462.0
20100621,18.0,23.77,6648.79,11754.9947,-1.0,3223.48,7462.0
20100622,18.17,24.0,5434.94,9860.862,-1.0,3223.48,7462.0
20100623,18.85,24.9,17589.16,33488.7572,-1.0,3223.48,7462.0
20100624,18.63,24.61,8059.27,14984.115,-1.0,3223.48,7462.0
20100625,18.78,24.8,9111.71,17205.4731,-1.0,3223.48,7462.0
20100628,18.03,23.81,6522.14,11977.5626,-1.0,3223.48,7462.0
20100629,17.17,22.68,10229.31,18357.1286,-1.0,3223.48,7462.0
20100630,17.27,22.81,6651.43,11169.8888,-1.0,3223.48,7462.0
20100701,17.39,22.97,7131.33,12389.96,-1.0,3223.48,7462.0
20100702,16.82,22.22,8184.05,13646.253,-1.0,3223.48,7462.0
20100705,16.65,21.99,3987.92,6586.6736,-1.0,3223.48,7462.0
20100706,17.01,22.47,5842.3,9904.4083,-1.0,3223.48,7462.0
20100707,17.41,22.99,7712.85,13356.1071,-1.0,3223.48,7462.0
20100708,17.0,22.45,5502.66,9438.7629,-1.0,3223.48,7462.0
20100709,17.5,23.11,7147.13,12381.8438,-1.0,3223.48,7462.0
20100712,17.73,23.42,6641.47,11743.2863,-1.0,3223.48,7462.0
20100713,17.3,22.85,6008.06,10423.6497,-1.0,3223.48,7462.0
20100714,17.54,23.17,7162.77,12565.6583,-1.0,3223.48,7462.0
20100715,17.11,22.6,6915.54,12091.262,-1.0,3223.48,7462.0
20100716,16.98,22.43,5637.12,9481.5514,-1.0,3223.48,7462.0
20100719,17.37,22.94,5354.57,9236.4347,-1.0,3223.48,7462.0
20100720,17.92,23.67,7722.6,13693.9912,-1.0,3223.48,7462.0
20100721,18.03,23.81,11558.27,20876.9075,-1.0,3223.48,7462.0
20100722,18.13,23.95,7167.22,12889.4821,-1.0,3223.48,7462.0
20100723,18.05,23.84,7256.28,13025.4439,-1.0,3223.48,7462.0
20100726,18.23,24.08,7175.31,13043.4411,-1.0,3223.48,7462.0
20100727,18.25,24.1,8859.66,16266.0155,-1.0,3223.48,7462.0
20100728,18.55,24.5,9017.42,16600.1251,-1.0,3223.48,7462.0
20100729,18.6,24.57,10010.73,18523.7935,-1.0,3223.48,7462.0
20100730,18.53,24.47,7517.97,13919.3956,-1.0,3223.48,7462.0
20100802,18.9,24.96,7446.38,13956.4053,-1.0,3223.48,7462.0
20100803,18.7,24.7,10022.23,19023.4735,-1.0,3223.48,7462.0
20100804,18.84,24.88,7457.89,13929.3835,-1.0,3223.48,7462.0
20100805,19.0,25.09,9166.67,17431.7917,-1.0,3223.48,7462.0
20100806,19.34,25.54,10198.68,19534.4638,-1.0,3223.48,7462.0
20100809,19.55,25.82,9298.69,18100.5747,-1.0,3223.48,7462.0
20100810,18.8,24.83,11593.5,22182.4314,-1.0,3223.48,7462.0
20100811,19.33,25.53,8061.94,15385.278,-1.0,3223.48,7462.0
20100812,20.19,26.67,37077.93,75447.6593,-1.0,3223.48,7462.0
20100813,19.99,26.4,17167.62,34035.0497,-1.0,3223.48,7462.0
20100816,20.15,26.61,13400.43,26926.7654,-1.0,3223.48,7462.0
20100817,20.3,26.81,9707.63,19749.9103,-1.0,3223.48,7462.0
20100818,19.93,26.32,9872.87,19749.6928,-1.0,3223.48,7462.0
20100819,19.92,26.31,6243.74,12424.321,-1.0,3223.48,7462.0
20100820,19.43,25.66,7216.87,14220.4713,-1.0,3223.48,7462.0
20100823,19.65,25.95,5918.86,11645.4341,-1.0,3223.48,7462.0
20100824,19.89,26.27,5664.46,11214.4091,-1.0,3223.48,7462.0
20100825,19.55,25.82,5804.2,11506.354,-1.0,3223.48,7462.0
20100826,19.72,26.05,4620.77,9124.5658,-1.0,3223.48,7462.0
20100827,20.06,26.49,7459.21,14953.2822,-1.0,3223.48,7462.0
20100830,20.48,27.05,12030.55,24458.1609,-1.0,3223.48,7462.0
20100831,20.63,27.25,13376.0,27530.3757,-1.0,3223.48,7462.0
20100901,20.41,26.96,13323.82,27028.8879,-1.0,3223.48,7462.0
20100902,20.76,27.42,13251.5,27383.8864,-1.0,3223.48,7462.0
20100903,21.2,28.0,16153.9,33890.0536,-1.0,3223.48,7462.0
20100906,21.0,27.74,13422.45,28431.8575,-1.0,3223.48,7462.0
20100907,21.0,27.74,8746.19,18368.1521,-1.0,3223.48,7462.0
20100908,21.22,28.03,9515.11,20153.8378,-1.0,3223.48,7462.0
20100909,20.95,27.67,15552.76,33178.1065,-1.0,3223.48,7462.0
20100910,20.7,27.34,11178.25,23023.2642,-1.0,3223.48,7462.0
20100913,21.37,28.22,12495.23,26486.6619,-1.0,3223.48,7462.0
20100914,21.47,28.36,13177.52,28387.2796,-1.0,3223.48,7462.0
20100915,20.89,27.59,10982.33,23436.6039,-1.0,3223.48,7462.0
20100916,20.11,26.56,9609.55,19535.835,-1.0,3223.48,7462.0
20100917,20.12,26.57,4830.96,9780.6464,-1.0,3223.48,7462.0
20100920,19.75,26.08,4988.0,9941.4449,-1.0,3223.48,7462.0
20100921,19.93,26.32,2241.82,4459.2409,-1.0,3223.48,7462.0
20100927,20.23,26.72,4507.19,9105.728,-1.0,3223.48,7462.0
20100928,20.17,26.64,3720.22,7520.3961,-1.0,3223.48,7462.0
20100929,19.75,26.08,5689.45,11308.3571,-1.0,3223.48,7462.0
20100930,21.1,27.87,15182.49,31763.4954,-1.0,3223.48,7462.0
20101008,21.41,28.28,11681.36,24902.1651,-1.0,3223.48,7462.0
20101011,21.21,28.01,12845.84,27259.565,-1.0,3223.48,7462.0
20101012,21.75,28.73,17099.04,37432.8268,-1.0,3223.48,7462.0
20101013,21.82,28.82,10501.01,22653.5845,-1.0,3223.48,7462.0
20101014,20.96,27.68,8526.49,18180.3416,-1.0,3223.48,7462.0
20101015,20.39,26.93,10827.82,22422.9733,-1.0,3223.48,7462.0
20101018,20.2,26.68,7802.34,15643.506,-1.0,3223.48,7462.0
20101019,21.17,27.96,8645.5,18104.3479,-1.0,3223.48,7462.0
20101020,21.2,28.0,10152.52,21545.171,-1.0,3223.48,7462.0
20101021,21.08,27.84,6171.01,12991.1851,-1.0,3223.48,7462.0
20101022,22.04,29.11,17354.19,37758.355,-1.0,3223.48,7462.0
20101025,24.24,32.02,30301.45,72266.6438,-1.0,3223.48,7462.0
20101026,24.52,32.38,43118.52,108229.5484,-1.0,3223.48,7462.0
20101027,23.62,31.2,22104.71,53998.7347,-1.0,3223.48,7462.0
20101028,23.83,31.47,11944.77,28309.6473,-1.0,3223.48,7462.0
20101029,24.31,32.11,14638.33,35801.3921,-1.0,3223.48,7462.0
20101101,24.7,32.62,14585.86,36034.8763,-1.0,3223.48,7462.0
20101102,23.85,31.5,15098.01,36549.4568,-1.0,3223.48,7462.0
20101103,23.97,31.66,8857.11,21394.519,-1.0,3223.48,7462.0
20101104,25.15,33.22,12474.73,30634.4232,-1.0,3223.48,7462.0
20101105,26.32,34.76,29554.37,77250.9079,-1.0,3223.48,7462.0
20101108,26.17,34.56,13399.83,34847.299,-1.0,3223.48,7462.0
20101109,26.28,34.71,10459.2,27436.5058,-1.0,3223.48,7462.0
20101110,25.84,34.13,9148.21,23567.2246,-1.0,3223.48,7462.0
20101111,25.45,33.61,10040.88,26053.5673,-1.0,3223.48,7462.0
20101112,22.91,30.26,20107.37,48186.4905,-1.0,3223.48,7462.0
20101115,23.58,31.14,10931.65,25513.3926,-1.0,3223.48,7462.0
20101116,22.68,29.95,12696.91,29840.9815,-1.0,3223.48,7462.0
20101117,22.27,29.41,7858.1,17777.7215,-1.0,3223.48,7462.0
20101118,22.72,30.01,4807.57,10883.0169,-1.0,3223.48,7462.0
20101119,23.86,31.51,12423.98,29207.4649,-1.0,3223.48,7462.0
20101122,24.49,32.35,16456.11,40373.8906,-1.0,3223.48,7462.0
20101123,24.58,32.46,11991.41,28830.9679,-1.0,3223.48,7462.0
20101124,25.23,33.32,13798.33,34399.3366,-1.0,3223.48,7462.0
20101125,24.97,32.98,11000.17,27691.2648,-1.0,3223.48,7462.0
20101126,24.77,32.72,6106.22,15173.1609,-1.0,3223.48,7462.0
20101129,25.26,33.36,7672.53,19276.9106,-1.0,3223.48,7462.0
20101130,24.0,31.7,11814.58,28718.4638,-1.0,3223.48,7462.0
20101201,23.71,31.32,5118.77,12188.7011,-1.0,3223.48,7462.0
20101202,24.01,31.71,6187.1,14952.4162,-1.0,3223.48,7462.0
20101203,24.32,32.12,5109.8,12355.2264,-1.0,3223.48,7462.0
20101206,23.7,31.3,5401.85,13031.5114,-1.0,3223.48,7462.0
20101207,24.1,31.83,3994.9,9490.5615,-1.0,3223.48,7462.0
20101208,23.99,31.68,3941.54,9480.3309,-1.0,3223.48,7462.0
20101209,23.38,30.88,4117.2,9705.9247,-1.0,3223.48,7462.0
20101210,23.75,31.37,4739.67,11121.4744,-1.0,3223.48,7462.0
20101213,24.68,32.6,15612.31,38010.0382,-1.0,5245.1425,7462.0
20101214,24.99,33.01,16545.28,41695.7423,-1.0,5245.1425,7462.0
20101215,25.04,33.07,13618.32,34415.387,-1.0,5245.1425,7462.0
20101216,25.55,33.75,13985.79,35627.39,-1.0,5245.1425,7462.0
20101217,25.3,33.42,9509.47,24019.8902,-1.0,5245.1425,7462.0
20101220,24.6,32.49,13541.11,33352.1949,-1.0,5245.1425,7462.0
20101221,24.93,32.93,6438.11,15957.6173,-1.0,5245.1425,7462.0
20101222,24.56,32.44,6116.8,15204.949,-1.0,5245.1425,7462.0
20101223,24.18,31.94,5172.84,12565.2831,-1.0,5245.1425,7462.0
20101224,23.11,30.52,10343.71,24136.8996,-1.0,5245.1425,7462.0
20101227,22.08,29.16,8115.58,18541.2373,-1.0,5245.1425,7462.0
20101228,22.05,29.12,4604.98,10197.1275,-1.0,5245.1425,7462.0
20101229,22.39,29.57,4312.41,9595.233,-1.0,5245.1425,7462.0
20101230,22.55,29.78,4295.43,9627.7783,-1.0,5245.1425,7462.0
20101231,22.94,30.3,4642.94,10604.9804,-1.0,5245.1425,7462.0
20110104,23.1,30.51,5353.97,12311.3861,-1.0,5245.1425,7462.0
20110105,22.95,30.31,4519.63,10391.7503,-1.0,5245.1425,7462.0
20110106,23.02,30.4,4129.67,9513.2838,-1.0,5245.1425,7462.0
20110107,22.7,29.98,5057.09,11571.7865,-1.0,5245.1425,7462.0
